Geneid	SRR10440857	SRR10440859	SRR10440860	SRR10440861	SRR11357867	SRR11357868	SRR11357869	SRR11357870
ENSG00000224831.3	91	56	116	41	65	104	60	66
ENSG00000224832.2	0	0	0	0	0	0	0	0
ENSG00000224834.1	0	0	0	0	0	0	0	0
ENSG00000224836.1	0	0	0	0	0	0	0	0
ENSG00000224837.1	0	0	0	0	0	0	0	0
ENSG00000224839.1	2	0	0	0	0	0	0	0
ENSG00000224842.3	14	27	6	0	0	1	6	1
ENSG00000224843.9	97	83	44	57	43	64	51	49
ENSG00000224844.1	1	0	0	3	2	0	0	4
ENSG00000224846.4	2	3	0	2	2	6	0	11
ENSG00000224848.5	91	99	60	50	59	69	72	70
ENSG00000224851.3	0	0	0	0	0	0	0	1
ENSG00000224852.1	0	0	0	0	0	0	0	0
ENSG00000224853.4	2	1	58	14	0	1	0	1
ENSG00000224854.4	0	10	0	2	0	0	0	0
ENSG00000224855.5	0	2	0	9	0	6	2	1
ENSG00000224856.2	0	1	0	0	0	0	0	0
ENSG00000224857.1	0	4	0	0	1	5	1	5
ENSG00000224858.5	12	6	4	11	7	19	4	9
ENSG00000224860.1	0	0	0	0	0	0	0	0
ENSG00000224861.1	76	56	125	61	116	144	62	93
ENSG00000224863.3	0	1	0	0	0	2	0	1
ENSG00000224864.4	0	0	0	0	0	0	0	0
ENSG00000224865.9	0	1	0	0	0	1	0	1
ENSG00000224866.1	0	0	0	0	0	0	0	0
ENSG00000224869.1	0	0	0	0	0	0	0	0
ENSG00000224870.10	855	337	903	475	514	736	298	442
ENSG00000224873.1	0	0	0	0	0	0	0	0
ENSG00000224875.3	8	18	7	26	28	31	56	43
ENSG00000224876.2	0	0	0	0	0	0	0	0
ENSG00000224877.4	235	106	588	105	843	999	567	583
ENSG00000224879.1	0	0	0	0	0	0	0	0
ENSG00000224880.1	0	0	0	0	0	0	0	0
ENSG00000224881.1	0	4	0	0	0	4	0	0
ENSG00000224883.1	1	2	0	0	0	4	0	0
ENSG00000224885.1	0	6	9	2	0	0	9	3
ENSG00000224886.2	0	0	0	0	0	0	0	0
ENSG00000224887.1	0	0	0	0	0	0	0	0
ENSG00000224888.4	24	15	1	11	20	27	11	19
ENSG00000224891.1	1	3	1	0	0	1	0	5
ENSG00000224892.7	0	0	0	0	0	0	0	0
ENSG00000224893.7	0	0	0	0	0	4	0	1
ENSG00000224895.1	0	2	0	0	0	0	0	0
ENSG00000224896.2	0	0	0	0	0	0	0	0
ENSG00000224897.10	45	14	5	19	19	51	18	8
ENSG00000224899.2	4	0	0	2	0	0	0	0
ENSG00000224901.1	0	0	0	0	0	0	0	0
ENSG00000224902.6	0	0	0	0	0	0	0	0
ENSG00000224903.2	23	8	1	5	14	23	2	23
ENSG00000224904.1	0	0	0	0	0	0	0	2
ENSG00000224905.9	21	38	31	27	18	34	15	27
ENSG00000224906.3	0	0	0	0	0	0	0	0
ENSG00000224907.1	0	0	0	0	0	0	0	0
ENSG00000224908.1	0	0	0	1	0	1	0	0
ENSG00000224910.3	0	0	0	0	0	0	0	0
ENSG00000224914.5	175	160	167	122	369	255	191	133
ENSG00000224916.9	1	1	0	2	0	1	0	1
ENSG00000224917.1	0	0	0	0	0	0	0	0
ENSG00000224918.2	1	0	0	0	0	0	0	0
ENSG00000224919.2	1	2	0	0	0	2	0	1
ENSG00000224920.1	0	0	2	0	0	0	0	0
ENSG00000224922.1	0	0	0	0	0	0	0	0
ENSG00000224924.10	0	0	0	0	0	0	0	0
ENSG00000224927.2	0	0	0	0	0	0	0	0
ENSG00000224928.2	0	0	0	0	0	0	0	0
ENSG00000224931.4	0	0	0	0	3	0	0	1
ENSG00000224932.2	0	0	0	0	0	0	0	0
ENSG00000224933.3	0	0	0	0	1	0	0	0
ENSG00000224934.7	70	116	36	76	48	132	21	42
ENSG00000224935.3	0	0	0	0	0	0	0	0
ENSG00000224936.1	0	1	0	0	0	0	0	0
ENSG00000224939.2	0	4	59	5	0	1	0	2
ENSG00000224940.10	60	6	0	2	10	41	24	6
ENSG00000224942.1	0	0	0	0	1	0	0	0
ENSG00000224943.2	2	0	0	2	0	1	0	1
ENSG00000224944.3	4	0	0	0	2	0	1	0
ENSG00000224945.1	115	84	23	168	125	100	89	197
ENSG00000224946.1	0	0	0	1	0	0	0	0
ENSG00000224947.1	0	0	0	0	0	0	0	0
ENSG00000224948.1	0	0	0	0	0	0	0	0
ENSG00000224949.2	0	0	0	0	0	0	0	3
ENSG00000224950.2	31	37	13	37	20	54	5	27
ENSG00000224953.1	0	0	0	0	0	0	0	0
ENSG00000224955.1	0	0	0	0	0	0	0	0
ENSG00000224957.8	0	5	1	5	48	31	12	18
ENSG00000224958.7	1	72	0	2	100	139	16	59
ENSG00000224960.5	0	0	0	0	0	0	0	0
ENSG00000224961.4	0	1	1	0	1	6	6	1
ENSG00000224962.4	0	0	0	0	0	0	0	0
ENSG00000224963.4	13	9	7	1	4	11	0	0
ENSG00000224964.1	0	0	0	0	0	0	0	0
ENSG00000224965.2	5	4	2	4	28	27	1	17
ENSG00000224966.4	0	0	0	0	0	0	0	0
ENSG00000224967.1	1	4	2	0	0	0	1	2
ENSG00000224968.5	1	3	4	3	19	16	18	10
ENSG00000224969.1	13	17	6	3	0	5	0	13
ENSG00000224970.3	0	0	0	0	0	0	0	0
ENSG00000224971.1	1	1	4	2	1	3	2	1
ENSG00000224972.1	0	1	1	0	0	0	0	0
ENSG00000224973.7	2	12	0	0	0	2	1	1
ENSG00000224975.1	38	74	17	32	30	115	18	104
ENSG00000224976.2	0	0	0	1	4	0	5	3
ENSG00000224977.3	0	2	0	5	5	2	1	3
ENSG00000224978.1	0	0	0	2	0	0	1	0
ENSG00000224980.1	2	1	0	0	0	1	0	0
ENSG00000224981.1	0	1	0	0	0	0	0	0
ENSG00000224982.4	30	267	74	30	144	148	55	61
ENSG00000224984.2	1	0	0	1	0	6	0	0
ENSG00000224985.2	40	8	26	14	6	5	5	6
ENSG00000224986.2	0	1	5	0	1	0	0	0
ENSG00000224987.1	0	0	0	0	0	0	0	0
ENSG00000224988.1	0	0	1	0	0	1	1	1
ENSG00000224989.2	0	0	0	0	0	0	0	0
ENSG00000224992.2	0	2	2	1	3	3	0	1
ENSG00000224993.3	0	0	0	1	0	2	0	0
ENSG00000224995.2	0	4	5	3	3	3	0	1
ENSG00000224999.1	0	2	0	0	0	8	1	9
ENSG00000225000.1	0	0	0	0	0	0	0	0
ENSG00000225002.2	0	0	0	0	0	0	0	0
ENSG00000225003.1	0	0	0	0	0	0	0	0
ENSG00000225005.1	0	0	0	0	0	0	0	0
ENSG00000225006.1	0	0	0	0	0	0	0	0
ENSG00000225007.2	0	0	0	0	0	0	0	0
ENSG00000225008.1	0	2	0	1	1	5	0	4
ENSG00000225011.4	0	0	0	0	0	0	0	0
ENSG00000225012.5	0	0	0	0	0	0	0	0
ENSG00000225014.1	0	1	0	2	0	1	0	0
ENSG00000225016.1	0	0	0	0	0	0	0	0
ENSG00000225017.1	0	1	0	2	0	0	0	1
ENSG00000225018.1	0	0	1	1	1	0	0	0
ENSG00000225022.1	16	15	16	23	18	28	31	14
ENSG00000225024.1	0	1	0	0	0	2	0	0
ENSG00000225025.2	0	0	0	3	0	0	0	1
ENSG00000225026.1	0	1	2	5	3	3	0	2
ENSG00000225027.2	0	0	0	0	0	0	0	0
ENSG00000225028.1	0	1	4	1	5	0	2	4
ENSG00000225031.1	45	55	88	162	118	106	100	79
ENSG00000225032.5	119	51	28	34	75	336	49	177
ENSG00000225036.1	0	0	0	0	0	0	0	0
ENSG00000225037.1	0	2	1	2	0	1	0	0
ENSG00000225039.3	24	4	1	1	5	9	8	17
ENSG00000225043.1	0	1	1	1	0	0	0	3
ENSG00000225044.2	0	0	0	0	0	0	0	0
ENSG00000225045.1	0	0	0	0	0	0	0	0
ENSG00000225046.2	2	0	0	0	0	0	0	0
ENSG00000225050.3	0	0	0	0	0	0	0	0
ENSG00000225051.6	0	3	0	0	0	0	0	0
ENSG00000225053.1	0	0	0	0	0	0	0	0
ENSG00000225055.1	0	0	0	0	0	0	0	0
ENSG00000225056.2	2	0	0	0	1	2	6	0
ENSG00000225057.3	1	6	2	6	6	2	2	8
ENSG00000225062.3	3	1	0	2	3	0	0	2
ENSG00000225063.1	0	3	0	0	0	0	0	0
ENSG00000225064.2	0	0	0	0	0	0	0	0
ENSG00000225066.1	0	0	0	0	0	0	0	0
ENSG00000225067.4	0	0	0	0	0	0	0	0
ENSG00000225069.3	0	0	0	0	0	0	0	0
ENSG00000225071.1	0	0	1	0	2	2	3	4
ENSG00000225072.1	0	0	0	0	0	2	0	0
ENSG00000225075.2	5	6	3	7	4	2	0	1
ENSG00000225076.1	0	0	0	0	0	3	0	2
ENSG00000225077.4	45	12	4	0	4	2	0	3
ENSG00000225078.2	0	0	0	1	2	0	0	1
ENSG00000225079.2	0	0	0	0	0	0	0	0
ENSG00000225080.1	0	0	0	0	0	0	0	0
ENSG00000225082.2	2	0	3	0	0	0	0	0
ENSG00000225083.3	2	17	3	1	17	50	1	24
ENSG00000225084.2	0	0	0	0	0	7	0	7
ENSG00000225087.3	23	3	0	0	0	0	0	0
ENSG00000225091.3	0	0	0	0	0	0	0	0
ENSG00000225092.2	1	0	1	2	1	11	0	5
ENSG00000225093.1	0	5	1	1	5	3	2	4
ENSG00000225094.3	6	2	5	1	1	0	0	3
ENSG00000225096.4	18	4	0	9	21	27	8	16
ENSG00000225098.1	0	0	0	0	0	0	0	0
ENSG00000225099.1	3	5	2	4	13	19	9	26
ENSG00000225100.2	0	0	0	2	0	0	0	0
ENSG00000225101.8	0	0	0	0	0	0	0	0
ENSG00000225102.3	0	0	0	0	0	0	0	0
ENSG00000225105.3	0	2	0	0	1	0	0	0
ENSG00000225106.2	10	0	8	0	0	0	0	0
ENSG00000225107.2	16	1	11	51	0	0	0	0
ENSG00000225108.1	0	2	0	1	0	0	0	0
ENSG00000225110.3	0	0	0	0	0	0	0	0
ENSG00000225111.4	5	9	5	7	21	6	10	19
ENSG00000225112.2	0	2	0	0	3	5	3	6
ENSG00000225113.1	0	0	0	0	0	0	0	0
ENSG00000225116.1	0	0	0	0	0	0	0	0
ENSG00000225117.2	5	0	0	3	6	0	0	11
ENSG00000225118.1	0	0	0	0	0	7	0	0
ENSG00000225121.2	0	0	0	0	0	0	0	0
ENSG00000225122.1	0	0	0	0	0	0	0	0
ENSG00000225123.2	0	0	0	0	0	0	0	0
ENSG00000225124.1	0	0	0	0	0	0	0	2
ENSG00000225125.2	0	0	0	0	0	0	0	0
ENSG00000225126.2	0	1	0	0	1	5	1	0
ENSG00000225127.6	0	0	1	0	2	0	0	3
ENSG00000225128.2	0	0	0	0	0	0	0	0
ENSG00000225129.1	0	0	0	0	0	0	0	0
ENSG00000225131.2	2	5	4	11	10	7	4	5
ENSG00000225133.1	0	0	0	0	0	0	1	0
ENSG00000225136.1	0	0	0	0	0	0	0	0
ENSG00000225137.1	118	102	140	119	126	176	106	90
ENSG00000225138.8	9588	6617	604	175	187	429	192	404
ENSG00000225140.3	9	24	0	0	3	1	2	1
ENSG00000225142.2	0	0	0	0	0	1	0	0
ENSG00000225144.3	0	2	0	0	0	0	0	0
ENSG00000225146.1	1	2	2	3	0	0	2	5
ENSG00000225147.1	0	0	0	0	0	0	0	0
ENSG00000225148.2	0	0	0	0	0	0	0	0
ENSG00000225151.11	0	0	0	0	0	0	0	0
ENSG00000225152.1	0	2	0	0	0	6	0	0
ENSG00000225154.2	0	0	0	0	0	1	0	1
ENSG00000225155.4	0	0	0	0	0	0	0	0
ENSG00000225156.3	2	1	0	0	0	0	0	0
ENSG00000225158.2	0	0	0	0	0	0	0	0
ENSG00000225159.1	0	0	3	0	0	0	0	0
ENSG00000225165.3	0	0	0	0	1	0	0	0
ENSG00000225166.3	0	2	1	3	2	0	2	0
ENSG00000225167.1	0	0	0	0	0	0	0	0
ENSG00000225169.1	1	0	0	2	1	2	0	4
ENSG00000225170.2	0	0	0	0	0	0	0	0
ENSG00000225171.2	5	7	1	8	6	38	1	19
ENSG00000225172.6	0	0	0	0	0	0	1	0
ENSG00000225173.3	8	1	1	2	0	4	2	6
ENSG00000225174.2	0	0	0	0	0	0	0	0
ENSG00000225175.1	0	0	0	0	0	0	0	0
ENSG00000225176.2	0	0	0	0	0	0	0	0
ENSG00000225177.7	91	138	24	32	60	130	19	81
ENSG00000225179.2	0	0	5	10	14	8	1	13
ENSG00000225180.8	3	0	2	1	2	0	0	1
ENSG00000225181.1	0	0	0	0	0	0	0	0
ENSG00000225182.1	0	0	0	0	0	0	0	0
ENSG00000225183.1	0	0	0	0	0	0	0	2
ENSG00000225185.3	1	0	0	0	0	0	0	0
ENSG00000225187.1	12	1	0	3	1	7	0	10
ENSG00000225189.1	0	0	0	0	0	0	0	0
ENSG00000225190.12	1401	950	1616	1256	1927	1530	1424	1507
ENSG00000225191.1	0	0	0	0	0	0	0	0
ENSG00000225192.1	0	6	1	3	0	3	0	5
ENSG00000225193.5	0	11	0	14	4	3	7	8
ENSG00000225194.5	6	31	6	14	84	186	115	87
ENSG00000225195.2	0	4	1	0	0	10	0	1
ENSG00000225196.2	0	0	0	0	0	7	0	1
ENSG00000225198.1	0	0	0	0	0	0	0	0
ENSG00000225200.2	103	75	85	67	24	63	27	9
ENSG00000225203.2	0	0	0	0	0	1	0	2
ENSG00000225206.13	25	2	0	1	0	0	0	0
ENSG00000225208.2	0	0	1	0	0	2	0	0
ENSG00000225209.3	0	0	0	0	0	0	0	0
ENSG00000225210.11	0	0	0	0	0	0	0	0
ENSG00000225212.4	0	0	0	0	0	0	0	0
ENSG00000225213.2	0	3	11	4	3	5	5	10
ENSG00000225214.2	0	0	0	0	1	2	0	1
ENSG00000225215.1	5	0	1	0	0	0	0	0
ENSG00000225216.6	1	8	0	29	3	1	2	2
ENSG00000225217.1	0	0	0	0	0	0	0	0
ENSG00000225218.1	18	25	3	5	2	10	0	14
ENSG00000225221.1	0	0	0	0	0	0	0	0
ENSG00000225222.2	0	0	0	0	0	0	0	0
ENSG00000225224.1	3	1	2	0	0	0	1	4
ENSG00000225225.1	0	0	0	0	0	0	0	0
ENSG00000225226.3	0	0	0	0	0	0	0	0
ENSG00000225230.1	1	0	0	3	1	0	0	2
ENSG00000225231.3	0	41	1	42	0	44	5	9
ENSG00000225233.3	0	7	0	1	2	1	2	0
ENSG00000225234.1	71	177	16	31	28	42	12	21
ENSG00000225235.2	4	3	3	5	6	1	2	2
ENSG00000225236.1	0	0	0	0	0	0	0	0
ENSG00000225238.1	0	0	0	0	0	0	0	0
ENSG00000225239.1	0	0	0	0	0	0	0	0
ENSG00000225240.1	0	0	1	0	0	2	0	2
ENSG00000225242.2	0	0	0	0	0	0	0	0
ENSG00000225243.6	1	2	0	2	20	25	4	19
ENSG00000225244.3	0	0	0	0	0	0	0	0
ENSG00000225246.1	0	0	0	0	0	1	1	0
ENSG00000225249.7	0	0	0	0	0	0	0	0
ENSG00000225251.1	0	0	0	0	0	0	0	0
ENSG00000225253.1	0	0	0	0	0	0	0	0
ENSG00000225254.2	0	0	0	2	0	0	0	0
ENSG00000225255.7	0	0	0	0	0	0	0	0
ENSG00000225256.1	0	0	0	0	0	0	0	0
ENSG00000225258.1	0	0	0	0	0	0	0	0
ENSG00000225259.4	3	4	6	8	3	13	12	2
ENSG00000225263.2	0	0	0	0	0	0	0	0
ENSG00000225264.4	0	0	0	0	0	0	0	0
ENSG00000225265.3	23	76	43	17	17	28	21	9
ENSG00000225267.1	1	0	0	0	0	0	0	0
ENSG00000225269.4	32	0	0	0	0	0	0	0
ENSG00000225270.1	0	0	0	0	0	0	0	0
ENSG00000225271.1	0	0	0	0	0	0	0	0
ENSG00000225272.2	0	1	0	1	1	0	0	0
ENSG00000225275.4	0	0	0	0	0	0	0	0
ENSG00000225276.1	0	0	0	0	0	0	0	0
ENSG00000225279.3	0	1	0	0	2	2	3	8
ENSG00000225280.8	0	0	0	0	0	0	0	0
ENSG00000225282.1	0	8	2	0	2	5	0	0
ENSG00000225284.1	0	0	0	0	0	4	0	0
ENSG00000225285.2	1010	306	535	191	158	225	149	175
ENSG00000225286.1	0	0	0	0	0	0	0	0
ENSG00000225287.1	0	0	0	0	0	0	0	0
ENSG00000225289.1	0	0	0	0	0	0	0	0
ENSG00000225292.3	1	6	6	4	7	35	2	15
ENSG00000225293.1	0	0	0	0	0	0	0	0
ENSG00000225294.1	0	0	2	0	0	0	0	0
ENSG00000225295.1	0	0	0	0	0	0	0	0
ENSG00000225297.1	0	1	0	0	0	0	0	2
ENSG00000225298.6	15	0	0	2	3	2	1	1
ENSG00000225299.1	0	0	0	0	0	0	0	0
ENSG00000225300.1	0	1	0	1	3	3	0	3
ENSG00000225303.2	0	1	0	0	0	0	0	0
ENSG00000225304.1	0	0	0	0	0	0	0	0
ENSG00000225308.2	0	0	0	0	0	0	0	0
ENSG00000225310.1	0	0	0	0	0	0	0	0
ENSG00000225311.1	0	2	0	0	0	6	0	2
ENSG00000225313.6	103	188	121	107	82	92	20	61
ENSG00000225314.1	0	0	0	0	0	0	0	1
ENSG00000225315.3	0	2	0	4	23	0	0	11
ENSG00000225316.4	0	1	0	2	0	0	0	3
ENSG00000225321.3	0	0	0	0	0	0	0	0
ENSG00000225323.1	0	0	0	0	0	0	0	2
ENSG00000225325.1	0	0	0	0	0	0	0	0
ENSG00000225326.1	0	0	0	0	0	0	0	0
ENSG00000225327.3	0	0	0	0	0	0	0	0
ENSG00000225328.2	0	1	0	3	0	0	0	1
ENSG00000225330.1	0	0	0	0	0	1	2	0
ENSG00000225331.3	9	9	0	6	23	14	2	17
ENSG00000225333.6	0	0	0	0	0	0	0	0
ENSG00000225334.4	0	1	175	28	0	1	0	0
ENSG00000225335.4	21	30	16	12	9	19	1	12
ENSG00000225336.2	0	0	1	0	0	0	0	0
ENSG00000225337.1	0	0	0	0	0	0	0	0
ENSG00000225338.1	0	0	0	0	0	4	0	3
ENSG00000225339.5	20	7	28	11	13	23	5	20
ENSG00000225341.1	0	0	0	0	0	0	0	0
ENSG00000225342.3	13	52	12	191	1017	178	1473	602
ENSG00000225343.1	0	0	0	0	0	0	0	0
ENSG00000225344.1	0	0	0	0	0	0	0	0
ENSG00000225345.4	2	9	2	0	3	0	2	1
ENSG00000225347.1	0	0	0	0	0	0	0	0
ENSG00000225349.2	0	1	0	0	0	0	0	0
ENSG00000225350.1	0	0	0	0	0	0	0	0
ENSG00000225352.1	0	0	0	0	0	0	0	0
ENSG00000225354.1	0	0	0	0	0	0	0	0
ENSG00000225355.1	0	1	1	1	0	0	0	0
ENSG00000225356.3	3	5	4	13	1	0	1	0
ENSG00000225357.3	0	0	3	5	0	0	0	3
ENSG00000225358.1	0	0	0	0	0	0	0	0
ENSG00000225359.2	0	0	0	0	0	0	0	0
ENSG00000225360.1	0	0	0	0	0	0	0	0
ENSG00000225361.5	92	74	62	40	38	73	67	58
ENSG00000225362.11	2	0	2	0	4	0	9	2
ENSG00000225364.1	0	0	0	0	0	1	0	2
ENSG00000225365.1	2	1	0	0	9	9	2	2
ENSG00000225366.6	0	0	0	0	1	0	0	0
ENSG00000225369.1	0	0	0	0	0	0	0	0
ENSG00000225370.1	15	6	0	13	6	0	1	10
ENSG00000225371.1	0	0	0	0	0	0	0	0
ENSG00000225376.7	0	0	0	0	0	2	5	1
ENSG00000225377.7	209	96	125	138	262	306	277	309
ENSG00000225378.1	0	0	0	0	1	1	2	2
ENSG00000225380.4	0	0	0	15	0	0	0	0
ENSG00000225381.2	0	0	0	0	0	0	0	0
ENSG00000225383.9	9	87	193	44	1571	1804	1842	1749
ENSG00000225384.1	0	0	0	0	0	0	0	0
ENSG00000225385.3	7	12	1	3	0	4	0	0
ENSG00000225386.3	0	0	0	0	2	0	0	0
ENSG00000225387.1	0	0	0	0	0	0	0	0
ENSG00000225391.5	0	0	0	0	0	0	3	0
ENSG00000225392.1	0	0	0	0	0	0	0	0
ENSG00000225394.1	0	0	0	0	0	0	0	0
ENSG00000225396.6	0	0	0	0	0	0	0	0
ENSG00000225397.1	0	0	0	0	0	0	0	0
ENSG00000225398.3	0	0	0	0	2	0	0	2
ENSG00000225399.4	9	6	0	3	17	43	5	14
ENSG00000225400.1	6	4	4	5	5	27	9	12
ENSG00000225401.2	0	1	0	3	0	0	0	0
ENSG00000225402.1	0	1	0	0	1	0	0	0
ENSG00000225404.2	0	0	0	0	0	0	0	0
ENSG00000225405.3	0	0	0	0	0	0	0	0
ENSG00000225406.1	0	0	0	0	0	0	0	0
ENSG00000225407.3	0	1	1	3	2	3	2	0
ENSG00000225408.1	1	3	1	0	0	5	1	2
ENSG00000225411.4	2	5	0	15	5	5	3	9
ENSG00000225413.2	0	0	0	0	0	0	0	0
ENSG00000225415.2	0	1	0	0	0	4	1	1
ENSG00000225416.1	0	0	0	0	0	0	0	0
ENSG00000225417.2	0	1	0	0	0	0	1	0
ENSG00000225418.1	0	1	0	0	0	0	1	2
ENSG00000225419.1	7	4	5	4	0	0	1	1
ENSG00000225420.2	0	6	0	4	0	0	0	0
ENSG00000225421.3	4	1	0	0	0	0	0	0
ENSG00000225422.4	25	36	21	26	113	70	54	40
ENSG00000225423.1	1	0	0	0	0	3	1	3
ENSG00000225424.2	0	0	0	0	0	1	0	0
ENSG00000225427.3	0	0	0	0	0	0	3	0
ENSG00000225428.1	0	0	0	0	0	0	0	0
ENSG00000225431.2	0	58	159	28	164	49	155	84
ENSG00000225433.3	0	0	0	0	0	0	0	0
ENSG00000225434.6	47	84	94	181	332	335	313	332
ENSG00000225437.6	0	0	0	0	0	0	0	0
ENSG00000225438.1	0	0	0	0	0	0	0	0
ENSG00000225439.5	47	89	46	24	126	159	68	132
ENSG00000225442.2	3	1	1	0	3	3	0	13
ENSG00000225443.1	0	0	0	0	0	0	0	0
ENSG00000225444.2	0	0	0	0	0	0	0	0
ENSG00000225446.4	2	0	0	0	2	1	0	2
ENSG00000225447.1	4	25	2	16	1	16	2	6
ENSG00000225448.1	0	0	0	0	0	0	0	0
ENSG00000225449.4	0	0	0	0	0	0	0	0
ENSG00000225450.1	1	3	1	3	1	20	0	21
ENSG00000225451.1	0	0	0	0	0	0	0	0
ENSG00000225455.3	0	0	0	0	0	0	0	0
ENSG00000225457.2	1	0	0	2	2	2	1	1
ENSG00000225458.2	0	0	0	2	0	0	0	0
ENSG00000225460.1	2	2	2	2	1	2	1	3
ENSG00000225462.1	3	2	3	3	1	0	0	1
ENSG00000225463.1	0	0	0	0	0	0	0	0
ENSG00000225465.11	9	12	12	18	11	13	4	8
ENSG00000225466.1	0	0	0	0	0	0	0	0
ENSG00000225469.3	0	0	0	0	0	0	0	0
ENSG00000225470.10	150	279	142	116	94	362	132	162
ENSG00000225471.5	0	0	0	0	0	0	0	0
ENSG00000225472.3	0	21	1	17	15	58	16	44
ENSG00000225473.2	0	68	90	1	173	159	174	37
ENSG00000225475.1	0	0	0	0	0	0	0	0
ENSG00000225476.1	0	1	0	0	0	0	0	1
ENSG00000225477.3	0	0	0	0	0	0	0	0
ENSG00000225478.2	0	0	0	0	0	0	0	0
ENSG00000225479.2	0	0	0	0	0	0	0	0
ENSG00000225480.1	0	0	0	0	0	0	0	0
ENSG00000225482.1	0	0	0	0	0	0	0	0
ENSG00000225483.1	0	0	1	0	0	0	0	0
ENSG00000225484.8	221	348	299	363	545	401	318	329
ENSG00000225486.1	2	0	0	0	0	0	0	0
ENSG00000225487.2	0	0	0	0	0	0	0	0
ENSG00000225488.4	0	0	0	0	0	0	0	0
ENSG00000225491.1	0	0	0	0	0	0	0	0
ENSG00000225492.7	27	17	1	48	23	10	9	24
ENSG00000225493.2	4	5	0	1	2	3	0	17
ENSG00000225496.1	1	0	2	1	0	6	0	1
ENSG00000225497.6	0	0	0	0	1	0	0	0
ENSG00000225498.1	0	2	1	0	0	2	3	7
ENSG00000225499.1	0	0	0	0	0	2	0	0
ENSG00000225501.1	0	0	0	0	0	0	0	0
ENSG00000225502.2	0	1	0	0	3	4	0	0
ENSG00000225505.1	0	0	0	0	0	0	0	2
ENSG00000225506.3	8	23	56	25	3	3	1	3
ENSG00000225507.1	25	155	32	80	47	145	21	103
ENSG00000225508.1	0	0	0	0	0	0	0	0
ENSG00000225509.1	0	0	0	1	0	0	0	0
ENSG00000225510.3	0	0	0	0	0	0	0	0
ENSG00000225511.8	0	0	0	0	0	0	0	0
ENSG00000225513.1	0	5	0	0	0	2	0	0
ENSG00000225514.1	0	0	0	0	0	0	0	0
ENSG00000225516.8	0	0	0	0	0	0	0	0
ENSG00000225518.4	58	25	24	36	14	20	5	12
ENSG00000225519.2	0	0	0	0	0	0	0	2
ENSG00000225521.2	0	20	4	1	2	9	0	14
ENSG00000225522.2	0	0	0	0	0	0	0	0
ENSG00000225523.2	171	522	4	20	7	8	1	14
ENSG00000225526.6	93	54	51	60	11	22	6	21
ENSG00000225528.4	1	8	0	1	7	15	3	19
ENSG00000225530.1	0	10	0	0	0	0	0	0
ENSG00000225531.1	0	0	0	0	0	0	0	0
ENSG00000225532.2	0	66	68	2	0	0	0	0
ENSG00000225533.1	1	0	4	1	2	0	7	1
ENSG00000225535.7	8	5	3	5	3	4	3	5
ENSG00000225536.2	1	0	0	1	0	0	0	0
ENSG00000225537.1	0	0	0	0	0	0	0	0
ENSG00000225538.3	0	0	0	0	0	0	0	0
ENSG00000225539.10	0	0	0	0	0	1	0	0
ENSG00000225542.2	2	0	0	0	0	0	0	2
ENSG00000225544.1	5	10	4	8	9	37	12	18
ENSG00000225545.1	0	0	0	0	0	0	0	0
ENSG00000225546.7	0	0	0	0	0	0	0	0
ENSG00000225548.8	204	0	0	1	0	0	0	1
ENSG00000225549.4	0	0	0	0	0	0	0	0
ENSG00000225551.1	0	3	0	0	0	0	0	0
ENSG00000225552.2	0	0	0	0	0	0	0	0
ENSG00000225555.3	7	4	1	0	0	4	1	4
ENSG00000225556.2	65	42	62	10	43	24	50	37
ENSG00000225557.1	0	0	0	0	0	0	0	0
ENSG00000225558.1	0	0	0	0	0	1	0	0
ENSG00000225559.2	0	0	0	2	0	0	2	1
ENSG00000225560.7	0	0	0	0	0	0	0	0
ENSG00000225561.2	0	0	0	0	1	0	0	0
ENSG00000225563.2	0	0	0	0	0	0	0	0
ENSG00000225564.7	0	0	0	0	0	1	0	0
ENSG00000225568.1	2	4	7	2	0	1	1	1
ENSG00000225569.1	0	0	0	0	4	1	0	0
ENSG00000225570.1	0	0	0	0	0	0	0	0
ENSG00000225572.1	0	0	1	0	1	4	0	2
ENSG00000225573.4	2	0	0	2	2	5	2	1
ENSG00000225574.1	0	0	0	0	0	0	0	0
ENSG00000225578.1	23	9	3	9	4	18	2	20
ENSG00000225579.3	6	10	6	6	11	5	2	8
ENSG00000225580.2	2	4	3	2	8	5	3	6
ENSG00000225581.3	0	0	1	0	0	0	0	0
ENSG00000225582.3	0	0	0	0	0	0	0	0
ENSG00000225583.1	0	0	0	0	0	0	0	0
ENSG00000225585.1	0	0	0	0	0	0	0	0
ENSG00000225588.2	2	0	0	0	0	0	0	0
ENSG00000225591.2	0	0	0	0	0	0	0	0
ENSG00000225594.1	0	0	0	0	0	0	0	0
ENSG00000225595.3	5	0	1	0	0	0	0	0
ENSG00000225598.1	0	0	0	0	0	0	0	0
ENSG00000225602.5	0	1	0	0	0	1	0	0
ENSG00000225603.3	2	7	1	5	0	14	0	1
ENSG00000225605.4	0	0	0	0	0	1	0	0
ENSG00000225606.2	8	0	35	2	2	1	7	6
ENSG00000225609.1	0	0	0	0	0	0	0	0
ENSG00000225610.1	0	0	0	0	0	0	0	0
ENSG00000225611.4	0	4	2	12	13	4	11	25
ENSG00000225612.2	0	0	0	0	1	1	0	1
